epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,792.755,1.17697,1.2387,1.56802,0.66501,0.73803,0.75793,0.50925,1.18945,1.68415,1.498,0.00053165,0.00053165,0.00053165
55,807.209,1.14712,1.21153,1.54381,0.68167,0.72809,0.75239,0.51072,1.16977,1.76563,1.4991,0.000527172,0.000527172,0.000527172
56,821.688,1.13575,1.20552,1.54309,0.671,0.72212,0.71427,0.48001,1.20239,1.66204,1.52108,0.000522694,0.000522694,0.000522694
57,836.092,1.14557,1.21533,1.53851,0.65348,0.72251,0.73845,0.48342,1.21824,1.70455,1.53667,0.000518216,0.000518216,0.000518216
58,850.62,1.12736,1.17906,1.52123,0.66802,0.69914,0.72755,0.48804,1.22907,1.82816,1.54667,0.000513737,0.000513737,0.000513737
59,865.032,1.11919,1.19831,1.52332,0.60544,0.76923,0.77855,0.51262,1.10557,1.51464,1.44576,0.000509259,0.000509259,0.000509259
60,879.489,1.12741,1.21689,1.53301,0.64944,0.76217,0.78414,0.52292,1.25441,1.43809,1.51316,0.000504781,0.000504781,0.000504781
61,893.86,1.10573,1.17399,1.50527,0.7148,0.7303,0.76901,0.51594,1.15121,1.64594,1.49159,0.000500302,0.000500302,0.000500302
62,908.17,1.13456,1.17664,1.52088,0.71309,0.72907,0.79481,0.5689,1.0312,1.46308,1.4139,0.000495824,0.000495824,0.000495824
63,922.501,1.10044,1.15112,1.50262,0.64469,0.73212,0.78082,0.53288,1.16941,1.5708,1.50043,0.000491346,0.000491346,0.000491346
64,937.009,1.08805,1.14672,1.48647,0.67801,0.71954,0.81232,0.55901,1.06605,1.30938,1.41958,0.000486867,0.000486867,0.000486867
65,951.431,1.10182,1.13505,1.49166,0.75494,0.73331,0.81422,0.5691,1.1565,1.58309,1.46104,0.000482389,0.000482389,0.000482389
66,965.945,1.0833,1.12625,1.48514,0.6326,0.71593,0.74325,0.51746,1.10318,1.70123,1.45438,0.000477911,0.000477911,0.000477911
67,980.396,1.0725,1.13602,1.48293,0.65538,0.76566,0.81103,0.53993,1.23459,1.57619,1.52178,0.000473433,0.000473433,0.000473433
68,994.861,1.0828,1.11335,1.47871,0.75372,0.76186,0.79634,0.54957,1.09606,1.50854,1.43071,0.000468954,0.000468954,0.000468954
69,1009.23,1.08125,1.1214,1.47651,0.65529,0.79561,0.80984,0.54318,1.13248,1.42105,1.44807,0.000464476,0.000464476,0.000464476
70,1023.81,1.07466,1.09633,1.46579,0.70458,0.75776,0.815,0.55187,1.14492,1.52921,1.46595,0.000459998,0.000459998,0.000459998
71,1038.31,1.07273,1.11669,1.47614,0.7211,0.75256,0.80504,0.54571,1.1772,1.54191,1.47082,0.000455519,0.000455519,0.000455519
72,1052.68,1.05903,1.08358,1.45961,0.65061,0.7897,0.7855,0.53794,1.15868,1.53451,1.44527,0.000451041,0.000451041,0.000451041
73,1067.05,1.0671,1.07714,1.45872,0.69328,0.80093,0.84471,0.59368,1.10358,1.34102,1.40024,0.000446563,0.000446563,0.000446563
74,1081.51,1.06626,1.09072,1.46723,0.73359,0.77262,0.79375,0.57333,1.04711,1.48831,1.38879,0.000442085,0.000442085,0.000442085
75,1096.03,1.04651,1.05484,1.44175,0.66186,0.69291,0.76443,0.52377,1.10996,1.79209,1.44886,0.000437606,0.000437606,0.000437606
76,1110.39,1.06449,1.07739,1.4629,0.77664,0.73185,0.81908,0.58554,1.07533,1.26827,1.38955,0.000433128,0.000433128,0.000433128
77,1124.68,1.06505,1.06375,1.45401,0.66461,0.76294,0.80918,0.5425,1.19404,1.53516,1.48611,0.00042865,0.00042865,0.00042865
78,1139.15,1.03862,1.05218,1.43849,0.67823,0.73526,0.77257,0.54497,1.07194,1.35563,1.40287,0.000424171,0.000424171,0.000424171
79,1153.79,1.02419,1.0161,1.42063,0.72491,0.76455,0.81523,0.5539,1.0783,1.38453,1.41894,0.000419693,0.000419693,0.000419693
80,1168.27,1.03756,1.01309,1.42603,0.72024,0.72586,0.82082,0.57076,1.13464,1.37941,1.42749,0.000415215,0.000415215,0.000415215
81,1182.7,1.01874,0.99593,1.41395,0.70288,0.77934,0.82527,0.57196,1.06511,1.3497,1.4019,0.000410736,0.000410736,0.000410736
82,1197.2,1.04302,1.04541,1.43169,0.72097,0.74573,0.79752,0.56495,1.07002,1.5253,1.42197,0.000406258,0.000406258,0.000406258
83,1211.64,1.02337,1.01999,1.41953,0.71256,0.76271,0.85141,0.57698,1.05382,1.17729,1.37503,0.00040178,0.00040178,0.00040178
84,1226.05,1.01416,1.00568,1.41279,0.66107,0.79438,0.81861,0.56582,1.11928,1.3871,1.42714,0.000397302,0.000397302,0.000397302
85,1240.4,1.00866,1.00049,1.41032,0.70812,0.81048,0.82682,0.56928,1.13552,1.40126,1.43619,0.000392823,0.000392823,0.000392823
86,1254.75,1.01213,1.00303,1.41614,0.74853,0.77435,0.81392,0.56258,1.05879,1.50228,1.40543,0.000388345,0.000388345,0.000388345
87,1269.29,1.00374,1.00479,1.40151,0.73919,0.77727,0.83869,0.58686,1.02092,1.33481,1.39536,0.000383867,0.000383867,0.000383867
88,1283.69,1.00873,0.99235,1.409,0.68726,0.77334,0.85119,0.55351,1.18707,1.4037,1.49894,0.000379388,0.000379388,0.000379388
89,1298.09,0.99709,1.00922,1.39415,0.75104,0.77842,0.82411,0.57004,1.11663,1.59119,1.43581,0.00037491,0.00037491,0.00037491
90,1312.41,0.99519,0.96806,1.39063,0.74072,0.79087,0.8614,0.59931,1.05782,1.42561,1.40586,0.000370432,0.000370432,0.000370432
91,1326.87,0.97912,0.96239,1.37927,0.67743,0.77861,0.7868,0.53226,1.14678,1.54041,1.43824,0.000365954,0.000365954,0.000365954
92,1341.26,0.98453,0.97831,1.38393,0.73184,0.80124,0.81915,0.56765,1.14279,1.48677,1.44123,0.000361475,0.000361475,0.000361475
93,1355.73,0.98185,0.96949,1.38625,0.70733,0.81667,0.84691,0.58887,1.06232,1.27162,1.38841,0.000356997,0.000356997,0.000356997
94,1370.11,0.98078,0.97061,1.39108,0.67705,0.8189,0.84759,0.5804,1.06123,1.39883,1.40131,0.000352519,0.000352519,0.000352519
95,1384.55,0.98553,0.96906,1.38468,0.74225,0.8104,0.86695,0.60888,1.05937,1.29531,1.38909,0.00034804,0.00034804,0.00034804
96,1398.85,0.96976,0.94969,1.37664,0.71553,0.7416,0.78453,0.53828,1.18303,1.62734,1.47268,0.000343562,0.000343562,0.000343562
97,1413.3,0.96705,0.93792,1.36985,0.75308,0.81244,0.84007,0.5959,1.1157,1.26953,1.38886,0.000339084,0.000339084,0.000339084
98,1427.84,0.94888,0.92328,1.35671,0.71635,0.78014,0.83321,0.56561,1.15574,1.51964,1.43723,0.000334605,0.000334605,0.000334605
99,1442.31,0.97578,0.94105,1.37581,0.71997,0.81116,0.84659,0.59956,1.096,1.28309,1.36699,0.000330127,0.000330127,0.000330127
100,1456.61,0.96729,0.94615,1.37644,0.72595,0.76466,0.80303,0.53297,1.23228,1.48134,1.47176,0.000325649,0.000325649,0.000325649
101,1470.87,0.95686,0.91975,1.36311,0.72404,0.80985,0.85616,0.59313,1.08447,1.42838,1.39557,0.000321171,0.000321171,0.000321171
102,1485.28,0.96848,0.92397,1.36918,0.70891,0.81793,0.85683,0.59412,1.09168,1.35521,1.40053,0.000316692,0.000316692,0.000316692
103,1499.84,0.94256,0.93373,1.35054,0.70201,0.80815,0.8306,0.57183,1.09857,1.43377,1.38951,0.000312214,0.000312214,0.000312214
104,1514.15,0.94334,0.91241,1.3453,0.74661,0.82782,0.84694,0.57933,1.1326,1.36352,1.41161,0.000307736,0.000307736,0.000307736
105,1528.62,0.92518,0.9052,1.34155,0.74067,0.81427,0.83454,0.58779,1.10295,1.4844,1.3989,0.000303257,0.000303257,0.000303257
106,1543.06,0.9338,0.89088,1.34366,0.69636,0.80587,0.8234,0.5813,1.09306,1.55118,1.42198,0.000298779,0.000298779,0.000298779
107,1557.43,0.93162,0.91928,1.33676,0.7262,0.80802,0.82399,0.56371,1.14995,1.37276,1.41669,0.000294301,0.000294301,0.000294301
108,1571.87,0.92297,0.88369,1.32764,0.75334,0.80708,0.84239,0.60289,1.10593,1.4579,1.40094,0.000289823,0.000289823,0.000289823
109,1586.26,0.92149,0.8766,1.32139,0.70179,0.78602,0.81775,0.55715,1.16397,1.39896,1.45665,0.000285344,0.000285344,0.000285344
110,1600.78,0.91942,0.89051,1.32731,0.737,0.79011,0.8189,0.58822,1.09896,1.54503,1.39483,0.000280866,0.000280866,0.000280866
111,1615.14,0.92313,0.86288,1.33701,0.68913,0.77781,0.80887,0.56599,1.13038,1.59835,1.43512,0.000276388,0.000276388,0.000276388
112,1629.55,0.90952,0.86564,1.32311,0.69702,0.79102,0.81518,0.58101,1.0737,1.47916,1.38236,0.000271909,0.000271909,0.000271909
113,1644.07,0.91206,0.85475,1.31269,0.77433,0.79546,0.8481,0.60371,1.08511,1.39474,1.38813,0.000267431,0.000267431,0.000267431
114,1658.41,0.91868,0.87382,1.32414,0.73984,0.7936,0.82676,0.57895,1.07923,1.57604,1.40049,0.000262953,0.000262953,0.000262953
115,1672.79,0.87794,0.83477,1.28861,0.70616,0.78245,0.82254,0.58076,1.09075,1.48498,1.38109,0.000258474,0.000258474,0.000258474
116,1687.23,0.90702,0.86529,1.31764,0.78621,0.75434,0.82607,0.59276,1.07772,1.51151,1.38487,0.000253996,0.000253996,0.000253996
117,1701.62,0.90231,0.86478,1.30202,0.75157,0.77503,0.84105,0.58123,1.15229,1.60294,1.41686,0.000249518,0.000249518,0.000249518
118,1716.04,0.90167,0.86185,1.30622,0.71354,0.80647,0.83218,0.5834,1.08783,1.55984,1.38411,0.00024504,0.00024504,0.00024504
119,1730.51,0.89889,0.84249,1.30766,0.71204,0.77405,0.82833,0.59548,1.05932,1.61766,1.37593,0.000240561,0.000240561,0.000240561
